77	172	3	884752562
62	68	1	879374969
85	51	2	879454782
286	99	4	878141681
90	258	3	891382121
295	190	4	879517062
224	69	4	888082495
272	317	4	879454977
207	318	5	877124871
87	82	5	879875774
306	287	4	876504442
194	172	3	879521474
94	62	3	891722933
108	100	4	879879720
230	304	5	880484286
54	302	4	880928519
90	22	4	891384357
286	357	4	877531537
14	269	4	892242403
311	179	2	884365357
92	121	5	875640679
244	183	4	880606043
1	265	4	878542441
270	25	5	876954456
299	387	2	889502756
239	272	5	889181247
216	55	5	880245145
254	121	3	886472369
178	385	4	882826982
194	23	4	879522819
188	143	5	875072674
276	294	4	874786366
161	48	1	891170745
47	324	3	879439078
7	378	5	891353011
59	92	5	888204997
69	268	5	882027109
21	129	4	874951382
58	9	4	884304328
194	152	3	879549996
7	200	5	891353543
113	126	5	875076827
173	328	5	877557028
95	233	4	879196354
16	194	5	877720733
59	323	4	888206809
43	203	4	883955224
79	50	4	891271545
235	70	5	889655619
125	190	5	892836309
284	322	3	885329671
303	161	5	879468547
254	378	3	886474396
104	301	2	888442275
279	122	1	875297433
286	298	4	875807004
297	57	5	875239383
254	357	3	886472466
244	310	3	880601905
6	301	2	883600406
104	285	4	888465201
111	301	4	891680028
25	222	4	885852817
270	98	5	876955868
68	237	5	876974133
83	215	4	880307940
6	258	2	883268278
89	216	5	879459859
128	317	4	879968029
286	175	5	877532470
256	86	5	882165103
221	48	5	875245462
140	332	3	879013617
11	227	3	891905896
201	203	5	884114471
150	181	5	878746685
126	245	3	887854726
20	208	2	879669401
213	133	3	878955973
222	379	1	878184290
223	11	3	891550649
218	208	3	877488366
275	186	3	880314383
195	273	4	878019342
224	178	4	888082468
5	110	1	875636493
2	251	5	888552084
292	9	4	881104148
85	228	3	882813248
83	281	5	880307072
1	155	2	878542201
222	53	5	878184113
24	64	5	875322758
82	56	3	878769410
161	318	3	891170824
196	393	4	881251863
56	91	4	892683275
226	56	4	883889102
16	8	5	877722736
180	202	3	877128388
203	93	4	880434940
145	56	5	875271896
288	305	4	886372527
17	13	3	885272654
313	117	4	891015319
148	1	4	877019411
197	347	4	891409070
21	164	5	874951695
185	287	5	883526288
297	89	4	875239125
303	68	4	879467361
186	250	1	879023607
73	206	3	888625754
94	216	3	885870665
239	194	5	889178833
280	1	4	891700426
1	117	3	874965739
303	397	1	879543831
60	162	4	883327734
198	258	4	884204501
6	69	3	883601277
233	375	4	876374419
110	38	3	886988574
214	131	3	891544465
296	228	4	884197264
222	87	3	878182589
217	182	2	889070109
239	234	3	889178762
13	72	4	882141727
194	77	3	879527421
109	178	3	880572950
230	172	4	880484523
62	182	5	879375169
198	234	3	884207833
65	125	4	879217509
90	12	5	891383241
100	354	2	891375260
311	98	5	884364502
130	105	4	876251160
269	252	1	891456350
286	73	5	877532965
56	222	5	892679439
210	204	5	887730676
239	9	5	889180446
96	87	4	884403531
297	73	2	875239691
249	239	3	879572284
84	121	4	883452307
275	265	4	880314031
125	382	1	892836623
70	399	4	884068521
311	9	4	884963365
244	172	4	880605665
53	281	4	879443288
198	118	2	884206513
26	125	4	891371676
151	13	3	879542688
24	191	5	875323003
271	65	3	885849419
234	241	2	892335042
293	137	3	888904653
75	240	1	884050661
13	181	5	882140354
207	68	2	877125350
2	50	5	888552084
144	125	4	888104191
276	324	4	874786419
72	234	4	880037418
83	385	4	887665549
207	107	3	876198301
185	216	4	883526268
14	213	5	890881557
149	319	2	883512658
57	79	5	883698495
253	97	4	891628501
284	269	4	885328991
121	180	3	891388286
62	86	2	879374640
293	380	2	888907527
207	58	3	875991047
194	187	4	879520813
109	97	3	880578711
297	275	5	874954260
181	334	1	878961749
78	255	4	879633745
308	59	4	887737647
297	234	3	875239018
250	204	2	878091682
8	50	5	879362124
186	148	4	891719774
291	376	3	875086534
175	127	5	877107640
83	210	5	880307751
153	174	1	881371140
62	302	3	879371909
268	298	3	875742647
286	44	3	877532173
279	168	5	875296435
62	59	4	879373821
254	219	1	886475980
83	97	4	880308690
63	100	5	875747319
16	178	5	877719333
297	233	2	875239914
85	25	2	879452769
42	98	4	881106711
303	393	4	879484981
274	50	5	878944679
104	299	3	888442436
184	98	4	889908539
217	27	1	889070011
201	148	1	884140751
296	222	5	884196640
196	381	4	881251728
72	196	4	880036747
128	182	4	879967225
7	171	3	891351287
286	85	5	877533224
172	220	4	875537441
59	235	1	888203658
220	298	4	881198966
21	324	4	874950889
285	269	4	890595313
207	65	3	878104594
220	333	3	881197771
210	70	4	887730589
181	14	1	878962392
158	128	2	880134296
75	237	2	884050309
199	221	4	883782854
297	25	4	874954497
276	78	4	877934828
293	325	2	888904353
301	138	2	882079446
1	47	4	875072125
164	281	4	889401906
233	177	4	877661496
202	283	3	879727153
214	117	4	891543241
277	257	3	879543487
194	212	1	879524216
95	68	4	879196231
25	257	4	885853415
6	23	4	883601365
22	241	3	878888025
66	181	5	883601425
262	174	3	879791948
206	302	5	888180227
222	22	5	878183285
76	61	4	875028123
314	28	5	877888346
13	147	3	882397502
44	258	4	878340824
16	89	2	877717833
248	117	5	884535433
125	318	5	879454309
268	386	2	875743978
291	15	5	874833668
234	147	3	892335372
239	96	5	889178798
15	331	3	879455166
94	155	2	891723807
136	89	4	882848925
82	194	4	878770027
145	355	3	888396967
179	339	1	892151366
178	199	4	882826306
116	331	3	876451911
23	258	5	876785704
308	174	4	887736696
185	114	4	883524320
188	237	3	875073648
234	98	4	892078567
194	239	3	879522917
94	24	4	885873423
122	378	4	879270769
312	100	4	891698613
262	64	5	879793022
154	242	3	879138235
83	43	4	880308690
130	307	4	877984546
59	177	4	888204349
161	168	1	891171174
244	53	3	880607489
250	196	4	878091818
43	40	3	883956468
285	150	5	890595636
61	323	3	891206450
222	106	2	883816184
4	264	3	892004275
304	259	1	884967253
49	68	1	888069513
165	372	5	879525987
176	324	5	886047292
3	335	1	889237269
44	15	4	878341343
190	117	4	891033697
29	189	4	882821942
94	174	4	885870231
117	181	5	880124648
194	191	4	879521856
158	24	4	880134261
262	223	3	879791816
214	137	4	891543227
188	96	5	875073128
58	173	5	884305353
244	154	5	880606385
254	230	4	886472400
230	138	3	880485197
16	209	5	877722736
248	257	3	884535840
312	133	5	891699296
151	12	5	879524368
141	258	5	884584338
44	240	4	878346997
186	263	3	879023571
214	213	4	891544414
233	208	4	880610814
104	287	2	888465347
312	153	2	891699491
1	222	4	878873388
206	323	1	888179833
205	316	4	888284710
14	174	5	890881294
279	89	4	875306910
112	331	4	884992603
18	202	3	880130515
87	210	5	879875734
10	285	5	877889186
181	328	3	878961227
234	228	3	892079190
66	1	3	883601324
216	174	5	881432488
290	208	3	880475245
4	303	5	892002352
5	1	4	875635748
276	357	5	874787526
293	166	3	888905520
130	234	5	875216932
264	70	4	886123596
208	197	5	883108797
3	245	1	889237247
99	246	3	888469392
160	160	5	876862078
210	97	5	887736454
299	240	2	877878414
28	217	3	881961671
305	79	3	886324276
82	343	1	884713755
207	25	4	876079113
109	1	4	880563619
15	222	3	879455730
152	111	5	880148782
194	160	2	879551380
92	241	3	875655961
77	91	3	884752924
177	321	2	880130481
131	221	3	883681561
197	302	3	891409070
227	50	4	879035347
85	282	3	879829618
295	72	4	879518714
181	1	3	878962392
277	255	4	879544145
279	96	4	875310606
1	253	5	874965970
18	182	4	880130640
87	177	5	879875940
177	69	1	880131088
213	13	4	878955139
125	134	5	879454532
25	208	4	885852337
288	272	5	889225463
271	56	3	885848559
5	363	3	875635225
199	268	5	883782509
201	209	3	884112801
99	274	1	885679157
59	77	4	888206254
184	277	3	889907971
222	88	4	878183336
38	161	5	892432062
104	300	3	888442275
121	14	5	891390014
252	277	4	891456797
308	215	3	887737483
117	15	5	880125887
246	239	3	884921380
85	187	5	879454235
239	81	3	889179808
59	54	4	888205921
256	220	3	882151690
216	196	5	880245145
203	282	1	880434919
13	195	3	881515296
144	153	5	888105823
100	268	3	891374982
210	274	5	887730676
1	113	5	878542738
76	175	4	875028853
121	117	1	891388600
85	13	3	879452866
212	180	1	879303974
181	240	1	878963122
184	191	4	889908716
310	116	5	879436104
313	22	3	891014870
13	121	5	882397503
43	5	4	875981421
58	214	2	884305296
215	164	3	891436633
62	288	2	879371909
280	127	5	891702544
94	218	3	891721851
35	243	2	875459046
11	38	3	891905936
37	117	4	880915674
22	258	5	878886261
70	82	4	884068075
5	98	3	875720691
308	95	4	887737130
60	208	5	883326028
243	208	4	879989134
81	280	4	876534214
13	308	3	881514726
56	184	4	892679088
116	250	4	876452606
295	172	4	879516986
295	235	4	879517943
237	191	4	879376773
287	252	1	875334361
290	132	3	880473993
45	109	5	881012356
65	100	3	879217558
116	255	3	876452524
184	86	5	889908694
285	151	5	890595636
222	148	2	881061164
72	28	4	880036824
271	187	5	885848343
94	211	5	891721142
115	8	5	881171982
176	327	3	886047176
13	396	3	882141727
129	331	2	883244737
95	1	5	879197329
151	58	4	879524849
311	386	3	884365747
105	268	4	889214268
34	312	4	888602742
200	291	3	891825292
45	118	4	881014550
279	144	4	880850073
145	22	5	875273021
71	89	5	880864462
182	69	5	876435435
214	302	4	892668197
102	322	3	883277645
195	328	4	884420059
109	258	5	880562908
282	288	4	879949367
23	381	4	874787350
112	327	1	884992535
303	145	1	879543573
252	300	4	891448664
151	372	5	879524819
282	327	5	879949417
304	237	5	884968415
64	160	4	889739288
28	79	4	881961003
18	113	5	880129628
83	82	5	887665423
87	196	5	879877681
150	129	4	878746946
161	98	4	891171357
70	210	4	884065854
51	182	3	883498790
92	176	5	875652981
204	216	4	892513864
184	207	4	889908903
92	180	5	875653016
43	204	4	883956122
197	300	4	891409422
294	282	3	877821796
201	215	2	884140382
90	187	4	891383561
315	273	3	879821349
48	309	3	879434132
66	7	3	883601355
101	222	3	877136243
144	182	3	888105743
85	83	4	886282959
178	276	3	882823978
90	245	3	891382612
311	143	3	884364812
267	17	4	878971773
201	51	2	884140751
59	387	3	888206562
1	227	4	876892946
170	292	5	884103732
287	347	4	888177040
197	55	3	891409982
279	227	4	889326161
316	98	5	880853743
25	25	5	885853415
168	274	4	884287865
103	24	4	880415847
287	294	5	875333873
87	9	4	879877931
49	47	5	888068715
44	95	4	878347569
92	216	3	875653867
135	39	3	879857931
13	66	3	882141485
262	386	3	879795512
269	13	4	891446662
279	254	3	879572960
184	161	2	889909640
177	243	1	882142141
313	99	4	891014029
32	290	3	883717913
165	288	2	879525673
249	255	3	879571752
195	300	3	890588925
130	316	4	888211794
104	293	3	888465166
142	82	4	888640356
303	94	3	879485318
99	50	5	885679998
306	14	5	876503995
227	295	5	879035387
3	337	1	889236983
268	364	3	875743979
214	275	3	891542968
16	56	5	877719863
262	293	2	879790906
293	132	4	888905481
62	132	5	879375022
94	346	4	891725410
13	59	4	882140425
240	313	5	885775604
102	161	2	888801876
83	301	2	891181430
291	7	5	874834481
312	28	4	891698300
291	70	4	874868146
56	172	5	892737191
65	196	5	879216637
24	367	2	875323241
92	115	3	875654125
158	241	4	880134445
32	151	3	883717850
224	191	4	888082468
154	289	2	879138345
85	298	4	880581629
180	68	5	877127721
184	36	3	889910195
188	218	5	875074667
305	11	1	886323237
73	94	1	888625754
194	205	3	879524291
177	203	4	880131026
276	273	4	874786517
198	7	4	884205317
108	290	4	879880076
189	197	5	893265291
73	56	4	888626041
5	102	3	875721196
26	235	2	891372429
13	150	5	882140588
104	7	3	888465972
293	39	3	888906804
256	25	5	882150552
275	69	3	880314089
207	192	3	877822350
42	176	3	881107178
262	121	3	879790536
251	148	2	886272547
239	58	5	889179623
92	15	3	875640189
79	100	5	891271652
1	17	3	875073198
214	42	5	892668130
7	81	5	891352626
234	132	4	892333865
59	148	3	888203175
13	354	2	888779458
82	14	4	876311280
305	50	5	886321799
195	154	3	888737525
277	279	4	879543592
223	8	2	891550684
92	81	3	875654929
201	69	2	884112901
94	58	5	891720540
217	144	4	889069782
244	148	2	880605071
313	200	3	891017736
117	151	4	880126373
221	327	4	875243968
46	307	3	883611430
91	28	4	891439243
151	317	5	879524610
64	176	4	889737567
116	271	4	886310197
62	111	3	879372670
196	251	3	881251274
303	120	2	879544099
303	176	5	879467260
286	154	4	877533381
235	87	4	889655162
254	379	1	886474650
276	157	5	874790773
57	243	3	883696547
289	282	3	876789180
25	258	5	885853199
250	338	4	883263374
95	172	4	879196847
277	282	4	879543697
269	235	3	891446756
148	140	1	877019882
210	357	5	887736206
185	199	4	883526268
174	80	1	886515210
99	354	2	888469332
308	163	4	887737084
298	252	4	884183833
44	208	4	878347420
315	13	4	879821158
215	197	4	891435357
269	9	4	891446246
42	195	5	881107949
293	79	3	888906045
246	68	5	884922341
249	88	4	879572668
13	331	3	881515457
254	188	3	886473672
311	203	5	884365201
263	197	4	891299752
279	79	3	875296461
209	251	5	883417810
217	7	4	889069741
261	340	5	890454045
176	258	4	886047026
81	169	4	876534751
62	114	4	879373568
276	364	3	877935377
49	7	4	888067307
263	117	3	891299387
9	298	5	886960055
276	226	4	874792520
134	313	5	891732150
203	148	3	880434755
311	83	5	884364812
201	206	2	884112029
58	100	5	884304553
7	228	4	891350845
160	56	5	876770222
103	127	4	880416331
11	110	3	891905324
87	2	4	879876074
49	334	4	888065744
161	162	2	891171413
268	1	3	875742341
59	215	5	888204430
177	209	4	880130736
299	235	1	877878184
29	332	4	882820869
297	182	3	875239125
315	185	4	879821267
23	172	4	874785889
262	47	2	879794599
7	151	4	891352749
84	12	5	883452874
94	168	5	891721378
264	33	3	886122644
190	302	5	891033606
112	289	5	884992690
144	106	3	888104684
199	258	4	883782403
224	20	1	888104487
301	202	5	882076211
294	127	5	877819265
130	206	3	875801695
103	121	3	880415766
286	231	3	877532094
200	24	2	884127370
5	211	4	875636631
160	117	4	876767822
6	357	4	883602422
158	72	3	880135118
250	244	4	878089786
58	268	5	884304288
307	265	3	877122816
92	24	3	875640448
137	300	5	881432524
164	117	5	889401816
276	38	3	874792574
213	294	3	878870226
286	34	5	877534701
232	197	4	888549563
150	221	4	878747017
21	103	1	874951245
1	90	4	878542300
49	38	1	888068289
311	5	3	884365853
36	307	4	882157227
128	228	3	879969329
151	89	5	879524491
203	181	5	880434278
269	47	4	891448386
198	100	1	884207325
297	307	4	878771124
305	189	5	886323303
197	229	3	891410039
74	272	5	888333194
127	294	4	884363803
194	4	4	879521397
177	56	5	880130618
57	28	4	883698324
239	187	5	889178798
268	94	2	875743630
238	252	3	883576644
270	97	4	876955633
159	127	5	880989744
230	202	4	880485352
92	219	4	875654888
318	356	4	884496671
5	382	5	875636587
16	155	3	877719157
178	282	3	882823978
319	313	5	889816026
21	98	5	874951657
303	209	5	879467328
314	95	5	877888168
151	387	5	879542353
230	378	5	880485159
270	370	5	876956232
312	121	3	891698174
62	258	5	879371909
77	195	5	884733695
83	338	4	883868647
262	179	4	879962570
253	216	4	891628252
108	50	4	879879739
94	347	5	891724950
101	281	2	877136842
271	111	4	885847956
314	276	1	877886413
18	387	4	880130155
207	4	4	876198457
313	96	5	891015144
21	299	1	874950931
215	144	4	891435107
296	248	5	884196765
270	83	4	876954995
210	161	5	887736393
201	79	4	884112245
5	376	2	879198045
184	181	4	889907426
185	269	5	883524428
216	69	5	880235229
147	292	5	885594040
291	250	4	874805927
28	95	3	881956917
181	16	1	878962996
297	218	3	875409827
87	211	5	879876812
97	89	5	884238939
178	209	4	882826944
109	101	1	880578186
157	250	1	886890296
267	386	3	878973597
181	327	3	878961780
207	87	4	884386260
148	114	5	877016735
94	9	5	885872684
60	222	4	883327441
276	246	4	874786686
234	20	4	891227979
106	107	4	883876961
323	257	2	878739393
140	268	4	879013684
220	303	4	881198014
67	64	5	875379211
170	299	3	886190476
230	142	4	880485633
44	250	5	878346709
291	214	4	874868146
59	286	3	888202532
174	395	1	886515154
194	234	3	879521167
57	204	4	883698272
201	197	4	884113422
184	155	3	889912656
68	7	3	876974096
316	306	4	880853072
13	14	4	884538727
211	127	4	879461498
187	215	3	879465805
71	134	3	885016614
306	242	5	876503793
303	277	3	879468547
198	135	5	884208061
232	91	5	888549515
98	47	4	880498898
53	24	3	879442538
7	106	4	891353892
12	300	4	879958639
239	10	5	889180338
238	111	4	883576603
130	267	5	875801239
63	20	3	875748004
40	268	4	889041430
181	221	1	878962465
298	152	3	884183336
104	327	2	888442202
42	185	4	881107449
258	288	1	885700919
148	70	5	877021271
305	187	4	886323189
184	71	4	889911552
174	237	4	886434047
158	190	5	880134332
276	43	1	874791383
278	311	4	891295130
229	347	1	891632073
101	252	3	877136628
275	173	3	875154795
230	234	4	880484756
73	357	5	888626007
83	118	3	880307071
4	361	5	892002353
130	245	1	874953526
244	89	5	880602210
219	347	1	889386819
293	288	3	888904327
272	48	4	879455143
269	285	5	891446165
244	380	4	880608133
271	220	3	885848179
321	287	3	879438857
224	332	3	888103429
85	277	2	879452938
116	7	2	876453915
52	95	4	882922927
145	260	4	875269871
208	202	4	883108476
160	187	5	876770168
141	274	5	884585220
177	299	4	880130500
82	231	2	878769815
107	271	2	891264432
26	25	3	891373727
244	167	3	880607853
167	364	3	892738212
99	181	5	885680138
56	196	2	892678628
293	346	3	888904004
43	151	4	875975613
10	289	4	877886223
246	82	2	884921986
62	24	4	879372633
323	223	4	878739699
13	320	1	882397010
268	63	1	875743792
54	298	4	892681300
295	47	5	879518166
194	237	3	879538959
194	82	2	879524216
311	385	5	884365284
287	257	4	875334224
290	82	4	880473918
262	96	4	879793022
290	393	3	880475169
145	393	5	875273174
305	61	4	886323378
269	156	5	891449364
276	180	5	874787353
323	298	4	878739275
296	258	5	884196469
125	239	5	892838375
138	211	4	879024183
42	69	4	881107375
10	340	4	880371312
125	152	1	879454892
63	50	4	875747292
311	172	5	884364763
7	127	5	891351728
189	203	3	893265921
313	148	2	891031979
234	161	3	892335824
6	143	2	883601053
226	147	3	883889479
204	340	5	892389195
186	281	4	879023390
6	275	4	883599102
269	82	2	891450780
69	300	3	882027204
5	62	4	875637575
5	231	2	875635947
286	258	4	877530390
104	249	3	888465675
303	65	4	879467436
295	73	4	879519009
13	289	2	882140759
184	100	5	889907652
1	64	5	875072404
142	181	5	888640317
296	242	4	884196057
69	174	5	882145548
195	265	4	888737346
49	17	2	888068651
7	196	5	891351432
175	96	3	877108051
44	120	4	878346977
318	257	5	884471030
320	117	4	884748641
310	24	4	879436242
236	265	2	890116191
83	139	3	880308959
280	128	3	891701188
43	52	4	883955224
303	87	3	879466421
275	258	3	875154310
174	160	5	886514377
94	89	3	885870284
7	44	5	891351728
158	85	4	880135118
221	69	4	875245641
196	67	5	881252017
232	175	5	888549815
99	182	4	886518810
175	71	4	877107942
326	22	4	879874989
303	291	3	879484804
270	53	4	876956106
56	235	1	892911348
11	190	3	891904174
162	181	4	877635798
268	52	3	875309319
320	177	5	884749360
6	294	2	883599938
210	380	4	887736482
62	365	2	879376096
207	121	3	875504876
59	70	3	888204758
5	377	1	878844615
173	286	5	877556626
213	12	5	878955409
100	321	1	891375112
131	100	5	883681418
308	298	5	887741383
284	305	4	885328906
222	29	3	878184571
223	318	4	891550711
22	79	4	878887765
292	328	3	877560833
249	11	5	879640868
